booking_id,guest_id,room_type_id,channel_id,country_id,checkin_date,checkout_date,adults,children,total_price,is_cancelled
3e19e119-17fd-4f24-b54a-00af4b22dec3,294,,2,3,2024-10-23,2024-10-29,,0,696.28,1
0f2071dc-dc42-4c92-8bd4-98c24617eb53,47,,4,1,2024-09-23,2024-10-01,2,,483.96,0
9731cdee-b627-4af2-9aca-a58f951fdb50,287,4,,5,2024-10-02,2024-10-03,,2,825.63,0
dad9d131-80a8-4c0f-a7dc-0ad3cc8eba07,297,1,1,,2024-05-22,2024-05-28,1,0,937.85,0
f52a82d1-fff2-48ea-8039-497434956525,242,1,3,,2024-06-07,2024-06-10,2,,405.74,1
e21aa649-6d51-4840-b277-68ece39a0c67,230,4,4,2,2025-01-19,2025-01-28,2,2,162.7,1
46b58465-e398-4504-bfdb-1ac3e6a2df1f,271,2,,4,2024-04-28,2024-04-29,1,2,489.85,1
d0e8b45c-c4fe-4efa-88fa-a252e713d381,273,4,2,4,2024-05-04,2024-05-12,3,1,311.87,0
f257f446-fb51-407f-9acc-c4366f6dbfa7,17,,4,1,2025-03-22,2025-03-26,2,0,145.85,0
478a695f-0630-40a4-a0df-a6e5372b49e5,229,,,1,2025-03-28,2025-04-01,1,,467.01,0
d480b67e-dc3c-4a03-b9da-efb39401203c,29,2,,5,2024-11-04,2024-11-08,3,2,275.06,0
35818bcf-d6c6-478e-8ec6-a9cd91b7e2f0,267,2,4,5,2025-01-11,2025-01-16,1,1,644.69,1
2b7749af-c3d1-4947-9541-681cbc76a47e,285,4,1,6,2025-03-24,2025-03-31,3,,437.85,1
c8fb7cec-12c8-4dcf-a0e4-6c7c28b68842,193,2,,,2024-12-17,2024-12-21,2,2,864.66,0
349c49bb-d32c-43a9-9a39-b0ddecd72b3c,238,1,,,2025-02-24,2025-03-03,2,,280.72,0
f6b028c6-b1c1-463a-b76b-0b3f067dcc80,170,,1,,2024-09-05,2024-09-11,1,1,98.96,1
90778b19-c768-449b-94ff-8b1bbeaf48a1,21,1,2,4,2025-04-09,2025-04-17,2,2,338.03,0
1830b221-7033-45d0-9d99-4d9d8bf7a537,109,2,,2,2024-12-30,2025-01-07,2,1,426.8,0
363daba2-fba8-422d-8256-fef0ae4d82b2,283,3,3,,2025-01-03,2025-01-11,3,2,298.48,1
20b610f0-7ca1-4f3c-8cf3-57cf2fffe569,239,1,,,2024-11-08,2024-11-14,2,2,347.28,0
6f7dd80d-be6b-4876-b0b6-b2731c335249,289,2,,3,2024-06-18,2024-06-19,3,,330.43,0
42961a4e-e13f-4459-844c-145f0f6542e6,169,2,4,4,2024-04-20,2024-04-28,3,2,775.19,1
f871d29b-93ae-41d0-9ed5-c002989d232e,252,4,2,6,2024-05-15,2024-05-18,2,,224.85,0
ee413f26-33f4-4751-a8d6-4dd06d61cdf0,269,1,1,1,2024-06-24,2024-06-25,,1,850.42,0
1c0d9d00-ad5e-434d-b95d-ecfec37841e3,35,,2,1,2025-02-24,2025-02-28,,2,107.43,1
2a057a2c-ce49-46d7-84c5-09c54ae13ad7,250,1,1,,2025-01-28,2025-01-29,1,2,558.95,1
edee5565-9868-4cac-ac46-30ae993215ca,9,,,,2024-07-12,2024-07-15,1,0,548.17,0
9f3eb2a3-ed5a-4035-80b4-3c36432916a4,99,,,5,2025-04-07,2025-04-13,3,,125.07,1
b0533290-257f-4894-9441-9f86d457e6cb,236,,2,4,2024-12-03,2024-12-08,1,0,138.83,1
97305e89-b26d-4ee1-a07e-27faa947db01,194,,4,1,2024-12-26,2024-12-27,2,0,524.87,1
878a5a87-17e2-44e1-ba5c-1b88c71d7688,170,,1,1,2024-08-02,2024-08-06,2,,307.54,0
a8376d24-7a0f-46a8-af76-f88f8665c5b9,144,,,1,2024-05-25,2024-05-28,3,0,963.4,0
b8b8f043-911e-44aa-a206-28db695dd4c6,204,1,3,3,2024-05-11,2024-05-21,2,,693.18,1
b688663c-3549-4444-9a05-0c1e952a244c,197,,2,2,2024-09-19,2024-09-28,3,0,142.8,0
486fade8-6dcf-4fa0-8c65-c77722b3757e,39,3,,,2024-08-19,2024-08-25,1,2,794.37,1
9b671c6c-fda1-4c88-a8e7-c6158d7d4f61,252,2,3,,2024-11-09,2024-11-16,2,,131.41,1
59688d13-614f-4392-9685-b10123df86ee,127,,1,2,2024-09-24,2024-09-29,2,,726.09,0
1ecafd38-b9ea-4163-bd19-c28f076636a6,200,3,3,2,2024-10-03,2024-10-05,1,2,472.5,1
c0e1e916-1c42-4224-9b86-42f6d561c8fe,53,2,1,3,2024-05-21,2024-05-28,,,148.13,0
c12e97fe-a086-4d4c-8e10-01e69f27dd3b,182,,1,6,2025-04-06,2025-04-13,1,2,443.12,0
91a00a7e-5de6-47e4-980e-2e068daa9f1b,287,2,,3,2024-05-12,2024-05-19,2,1,305.47,1
04d28d0e-e205-4fa2-bd5b-6b2344635ab8,253,2,1,3,2025-03-28,2025-04-04,3,,334.76,0
e7402577-d3d4-4e3c-b86f-b70316a4edb4,185,3,2,,2024-08-02,2024-08-12,2,,151.62,1
8d1b4f1e-3a44-4ecc-bb66-e88f46ff205d,4,4,3,,2024-12-27,2025-01-02,,2,459.09,0
8c3ac060-8adb-4e42-9e68-47c149a90487,154,3,,4,2024-06-03,2024-06-11,3,1,966.35,1
7f8d8a52-e246-429f-99e6-31e62649b80c,150,,,,2024-08-26,2024-09-05,2,2,407.25,1
98b02490-831e-473b-b70e-01d6be15d0a1,187,1,,4,2024-07-17,2024-07-27,2,0,955.35,1
8fd115e7-c082-4ac2-89b6-5763a9da8c5b,108,4,3,2,2024-05-03,2024-05-10,,1,651.67,0
2dd0d4e5-5bc7-42cf-8d83-e28139c23ad6,130,,2,,2024-10-02,2024-10-09,1,,991.17,1
490dd2ca-8fa5-4bf0-af4b-a7cf8a2fae73,299,4,,,2024-07-15,2024-07-24,1,2,716.55,0
f6e88849-61fd-44f8-8461-7607fec764d6,56,2,,6,2025-03-13,2025-03-16,1,,968.47,1
bcf51eac-3a10-42ba-af96-f8300363b811,221,1,1,2,2024-10-26,2024-10-31,2,1,473.49,1
6f0a7010-45dc-45d7-8e77-db1160ffa544,238,,,3,2024-06-04,2024-06-10,1,,149.32,1
0a423f0a-1ad9-4952-953d-4ce6f9075e29,44,1,,3,2024-07-11,2024-07-17,3,2,482.57,0
fa57d4fa-aca8-43dc-9e4f-5d203f190f99,267,4,3,,2025-04-03,2025-04-05,,,352.96,1
201f71a1-86e9-4d30-b30c-c4cc05a644a9,23,,1,1,2025-02-24,2025-03-02,1,1,933.43,0
8ef1fd40-b5ee-40f6-9eeb-a974d5f3891c,265,2,,3,2024-06-04,2024-06-10,,,270.26,1
2f4d17d6-78f6-4774-8bd9-54360e13449a,95,2,,,2025-03-15,2025-03-22,1,1,477.1,1
bce626ba-f3fa-43b5-a854-c787e97eb152,200,1,,4,2024-12-11,2024-12-15,3,0,598.48,0
e0da584a-e858-42a6-a1ae-14fd0070dce4,188,3,2,,2025-02-08,2025-02-10,3,,551.33,1
7d879676-0bc7-495b-b24f-e1b3dd19a77a,199,,4,2,2025-01-07,2025-01-13,3,,636.49,1
69d8bc2a-e15d-4260-9332-eb33f0065f38,44,,2,6,2024-06-23,2024-06-25,2,2,161.1,1
8197bf33-f513-4817-a280-a67ddbecf29b,73,,4,,2024-09-30,2024-10-10,2,,451.89,1
462da599-8c57-4b1e-8e6a-95cb3da06cef,276,,,3,2024-12-03,2024-12-12,2,,324.39,0
771433b4-e281-414d-97d3-dd77b7d774f5,162,4,,1,2025-02-27,2025-03-05,1,,179.71,1
ce229498-8d97-40e3-b348-554ebe51535a,288,,,,2024-07-26,2024-08-02,,,724.64,1
96cd4878-cb4e-4d7b-904b-209e3c75a112,251,2,1,1,2024-07-03,2024-07-07,3,0,311.11,1
ffa3590d-32f6-40c4-bf74-deff4de91e83,87,4,,,2025-01-23,2025-02-01,1,0,304.49,1
e5817b19-bf75-46d8-80bb-74632fd4e54e,278,1,,,2024-07-28,2024-08-06,2,,147.3,0
6548e9aa-45de-404f-9a57-12580f27ae26,153,1,4,5,2025-03-16,2025-03-22,1,,872.03,0
3d8c5e4d-f114-4091-b656-6874baeb0a3f,122,2,,6,2024-04-15,2024-04-25,,1,635.34,0
641335ee-0c8b-4639-877e-ca896d9d935a,106,1,,6,2024-05-16,2024-05-25,3,1,357.47,1
16ae1fdc-4b7e-4132-850d-c47fb6d976f1,149,,3,2,2024-09-24,2024-09-27,,0,992.86,0
c02c9238-d0e1-45c6-b148-0bb96848b053,68,2,2,6,2024-12-31,2025-01-04,,,185.06,1
d17ded7a-9acc-4a68-87ef-8e7b8e332208,213,4,4,2,2024-10-21,2024-10-23,,2,709.97,1
f3d7d182-4b2f-452b-9eb1-3d98ee49c7b3,233,4,3,1,2025-01-21,2025-01-23,,2,857.6,1
53b189cb-ef28-4e2a-954b-9e8be01a600d,112,4,2,,2025-04-05,2025-04-10,3,2,370.87,0
04d6476d-7be5-4b9f-bae5-b3db8b733ca9,290,4,3,1,2024-04-24,2024-04-25,1,,65.47,0
50040370-fddd-4826-9a3a-110afe021bda,226,4,1,,2025-02-12,2025-02-16,2,2,201.03,1
0c31838e-4891-41c6-bbd9-08ff833c39d7,48,,3,5,2024-10-03,2024-10-05,3,1,99.2,1
7bf67007-fe3d-4746-aea2-dc4585a4dcb7,120,4,,2,2024-07-17,2024-07-19,1,1,502.97,0
77044c26-54f7-4081-9af9-32bb3ebd840b,116,,,,2025-01-18,2025-01-19,1,2,826.25,1
fef08e8e-6ddb-4a5a-b2fd-a0baf0545598,68,4,1,4,2024-05-30,2024-06-06,1,0,148.04,1
ab407187-c34a-4098-8249-bbe5d0710677,154,2,4,3,2024-05-25,2024-05-28,1,0,629.8,0
57ff7155-93f9-41f4-b253-71f75033c806,226,3,,4,2025-03-22,2025-03-25,,,866.96,0
917c028b-d40f-44ce-be77-1ca6c8744a1f,52,2,1,,2024-06-03,2024-06-09,,2,801.52,0
2ba8010f-4754-4d81-8ea0-d067a67736e9,142,,1,4,2024-12-07,2024-12-16,3,0,855.5,1
95d2512b-2355-4280-ba99-4eb64fc37827,106,,,4,2024-05-23,2024-05-30,3,0,794.61,0
ddf8adb7-7edc-44dc-a577-739bd709b822,254,4,1,4,2025-02-21,2025-03-01,1,0,987.54,1
0d6c0464-5754-49c1-a2e6-64b4f3b705de,68,4,,,2025-03-26,2025-04-01,2,,956.73,0
1de66696-1616-4204-8983-2b7264b15aa0,9,,1,1,2024-09-16,2024-09-21,2,0,926.45,1
56d5cc50-ed42-4bc9-9594-3f9f4949dad0,260,3,,,2024-12-30,2025-01-06,,0,658.51,0
4ca67a79-96c2-4039-914c-bc149dcf4d6f,143,1,3,2,2024-12-31,2025-01-09,2,1,559.57,1
abb89de5-0921-4817-99e6-5f960b0e4407,34,3,,,2024-09-14,2024-09-18,1,1,131.9,1
fc52fa77-383e-404e-88c1-2015a921e9a2,60,4,,1,2024-06-25,2024-06-30,2,0,62.03,0
5a797306-3244-4f71-adab-1c21a1c1a8af,6,2,4,6,2024-06-07,2024-06-16,3,1,403.28,1
b073c116-b10e-4574-ac1e-683e7ef70f30,61,1,3,,2024-10-02,2024-10-07,1,2,726.71,0
e6ed84c3-b676-425c-bffc-07992d9b58d7,255,4,,6,2025-03-11,2025-03-12,,1,399.3,1
325c35d7-3400-4b5c-9dc7-33bfc3c63670,53,,,2,2024-07-14,2024-07-18,1,0,865.75,0
75722ee3-f628-439d-9143-eff3fcff0526,126,1,4,6,2025-01-02,2025-01-09,2,1,934.6,0
ab3ac6b4-98e1-4788-892e-d4d3bd58c4a9,284,,,,2024-04-11,2024-04-15,3,1,445.44,1
c889ce77-8e58-4189-adb6-21c45871bf60,139,1,,6,2024-06-20,2024-06-22,1,1,262.03,0
15c4ca8d-382b-42d5-925d-39e7491c7dbd,206,1,4,5,2024-08-11,2024-08-16,3,0,575.44,0
d4e86387-0ca8-4d29-8ff0-3ffd90b6bc76,189,2,3,5,2025-02-18,2025-02-28,2,,399.86,1
ec02644a-37f8-4cd8-8d52-1f24339a9194,101,,,4,2025-02-09,2025-02-12,1,,72.71,1
c9d8d332-bb7a-433f-bcfd-4192d36b240d,5,3,1,,2024-09-11,2024-09-16,1,1,553.32,0
ec49cc58-b2df-4b95-a197-d886ce5df96d,215,4,1,3,2024-10-01,2024-10-06,1,0,925.21,1
7523e589-5953-40b7-a791-8d1838c9412f,191,4,,2,2024-06-02,2024-06-12,1,1,655.35,1
79b0cf13-31ae-40aa-9e4b-69ae240bbc27,39,,,1,2025-03-24,2025-03-31,2,1,327.09,1
cfad4b14-d2d4-4a24-9ddc-5c9920bb22b1,202,,,6,2025-01-19,2025-01-25,,2,271.93,0
cf3b212c-9066-4c6c-baff-b0b6d41252fe,70,,1,3,2024-04-20,2024-04-22,2,,492.75,1
bb7fa713-3600-46d6-a7b8-4716414bbd89,62,,3,4,2024-07-23,2024-07-31,3,,301.76,0
f8e07fd0-d4ad-46f3-910c-08431b85672c,47,2,,5,2025-03-14,2025-03-24,1,1,844.13,1
6ce09877-9413-4dcc-a51a-beb435bcf60d,76,1,,4,2024-09-23,2024-09-29,,0,693.32,1
17c574b8-176b-43d6-9902-aacfe4df1da4,90,1,4,,2025-01-19,2025-01-28,2,0,488.94,0
313d89e1-869c-4b1b-970c-7424196f899a,63,1,1,4,2024-05-02,2024-05-05,2,,403.63,0
1538905d-7e4b-4454-9e5a-f9ee558d30f8,299,,3,2,2024-05-23,2024-05-24,1,1,907.37,1
6a9d5831-d896-4f01-a713-c2f7436594a6,66,1,3,2,2024-11-07,2024-11-08,,0,209.59,1
de6e74d5-c9fb-4ce8-ba62-40a631c08413,203,4,1,,2024-12-16,2024-12-23,2,2,253.98,0
c6bc52b6-480b-47e9-9e64-fda11a353cfe,141,3,4,3,2024-09-19,2024-09-20,2,2,523.95,1
e4fbe848-4e1e-45e3-b352-8012cf7af4df,32,1,3,,2025-03-19,2025-03-22,,1,660.52,0
7142ef29-75ea-4045-953a-02bfa1fdd804,279,1,4,6,2024-07-23,2024-07-31,,2,917.04,1
c5012d49-32c2-4fa2-97bc-c855d4e31f1a,199,3,2,1,2024-11-02,2024-11-08,2,0,900.98,1
e97b375d-9eb0-44b9-8aa4-c4754dd76f9a,30,4,,6,2024-09-24,2024-10-04,2,1,145.13,0
05230ae3-171c-4a2f-9a8d-90a26a3eb605,137,,,1,2025-02-23,2025-02-27,,2,938.45,0
558b5240-fd45-45ac-9472-de2f11cc2366,91,2,,6,2025-02-21,2025-02-27,1,2,950.18,0
5ea62104-0788-430c-8281-897e82ce73cc,289,2,4,5,2024-07-22,2024-07-25,,0,135.74,0
44346e7b-dc70-4d72-9020-bd79489b1ae2,113,1,,,2025-03-09,2025-03-10,3,1,816.12,1
7c19cfbf-a760-4051-b4f6-00323914262e,91,3,1,1,2024-10-10,2024-10-13,2,0,854.16,1
f42a360d-c157-432e-b72b-9f732bb7a87c,38,3,,,2024-08-05,2024-08-15,1,2,336.68,0
dbfe9cd1-5ef3-48d3-9134-bb096e5ea7f7,81,,4,,2024-09-22,2024-09-28,2,2,262.08,0
4c5de85b-3696-4664-8848-4c96f97b3b5d,194,3,,5,2024-07-24,2024-07-27,2,0,951.35,1
c037a005-d95d-4c96-b2b7-521dff000a89,291,1,2,6,2024-06-26,2024-07-06,2,0,939.85,0
58d598d3-9d46-4ef5-b994-b048f80c7c7d,170,,1,4,2024-10-04,2024-10-10,3,1,654.38,0
40eddd93-e2ea-4071-b822-1a3b7df1c041,172,4,1,5,2025-03-09,2025-03-13,2,0,382.96,0
df167e5a-9298-4b3e-8138-c6fa3ee7a40d,1,1,4,,2024-12-04,2024-12-11,2,,518.43,1
91d1bb31-7496-410b-84ef-28a3a97c4f63,180,,4,2,2024-11-15,2024-11-23,2,1,478.72,0
e85a8141-8e24-4d31-a4b3-bbcb7d3cdd17,151,1,3,5,2024-08-14,2024-08-16,1,2,211.6,1
b9a8cb54-4983-4d9a-b86d-288f17c01532,83,,1,2,2024-10-13,2024-10-19,,0,459.76,0
08ca51d3-7d8a-43c3-b81d-ca304cae23c4,223,2,1,2,2024-09-05,2024-09-11,2,1,438.82,1
e5cffaf4-7cea-4d34-bd86-5cde48e22182,145,3,2,2,2024-11-01,2024-11-02,,,195.91,1
d9c3f465-ef06-481c-9f01-d7c22f7472c9,2,4,1,5,2024-05-08,2024-05-18,,1,142.14,0
1186757e-422b-4a41-bfee-5c6ddc3c633c,88,,3,2,2024-05-17,2024-05-25,1,2,795.63,1
4cf88088-1f23-4e72-97c8-2f979579abb3,251,,3,2,2025-02-27,2025-03-08,,1,402.47,1
658d041e-5c98-4fde-b2b4-2a51b7080b34,190,2,4,1,2024-07-12,2024-07-17,,,300.23,1
e69e1ec9-9441-4ff2-99e7-e76ce10654e4,289,1,2,2,2024-10-29,2024-10-31,3,,972.17,0
0cff06f5-9715-4821-8e06-ca7c78080359,284,1,4,,2024-04-25,2024-05-04,,1,502.45,0
c5e5cad8-749a-4427-ba4c-31162918389c,203,,1,3,2025-03-16,2025-03-18,,1,951.61,0
c62a0304-c51c-47fa-8c58-73389aca5328,109,2,2,1,2024-08-03,2024-08-10,1,,241.82,0
95ce2a26-fb07-42ed-b60e-ef372ea927ce,133,3,,2,2024-04-10,2024-04-12,,,574.45,1
4cdcd8be-13a7-43bf-bb91-a8762c432948,267,4,1,,2024-07-29,2024-07-31,,1,190.79,0
b7a9ff22-e439-4243-9ebd-2073ef63e294,55,,1,5,2024-07-27,2024-08-05,3,,300.93,1
e5cfc122-a811-4719-bc3b-e8fc414c4a87,293,,4,1,2025-04-03,2025-04-06,3,,186.66,1
f0d597bb-f913-4756-a738-0b9c9aa9e430,20,4,3,4,2024-08-24,2024-08-25,,2,902.18,0
1e0c7172-6f41-4f67-a067-d2e80ba87702,173,3,3,5,2024-08-26,2024-09-03,1,1,177.67,1
c24079d3-cb30-4068-b4a2-89daefdd0f2a,165,3,,,2024-09-19,2024-09-29,1,1,469.63,1
85db0b2b-8342-4bee-ad17-e79d52f17bef,249,,3,1,2025-02-08,2025-02-17,2,0,345.57,1
4121a070-67d8-4b08-ab32-9168a1250976,70,,,1,2025-01-25,2025-01-28,2,1,845.13,0
affc38aa-2a44-4ee0-bed2-775038554ee8,17,4,1,6,2024-07-12,2024-07-16,3,2,832.33,1
fdd4a691-836e-4b77-97c7-a667da112412,64,,1,4,2024-12-08,2024-12-14,,,218.7,1
d8053b23-1a48-42ab-9105-064b2c01e2be,283,3,3,3,2024-06-12,2024-06-17,1,2,76.08,0
d5330548-7478-440b-98c3-12cafce158b9,84,,2,4,2025-01-23,2025-01-27,2,2,669.01,0
2ef0a795-3fde-4762-ae4e-0159ea38c89b,5,4,2,3,2024-08-27,2024-09-06,1,1,289.77,1
0a87d9a8-8b6f-490f-b909-3204a15c3648,141,4,4,6,2024-10-12,2024-10-20,3,1,493.36,1
6a510795-d423-4f99-b560-fff9b3b02f3a,300,1,1,6,2025-02-22,2025-03-03,3,2,700.19,1
423bdcdc-ed8f-458b-a32f-c5431482d47e,33,3,3,6,2025-01-09,2025-01-14,3,2,228.94,0
2c6df50c-9933-4891-91bd-f3efc6b4c248,30,,4,6,2025-01-06,2025-01-09,1,,997.6,1
35447f6b-9ab2-4953-a841-559cdad7204a,215,4,4,1,2024-09-07,2024-09-17,2,2,740.22,0
4bbb536a-e639-49dd-b2dd-67243ce7eb57,274,,4,6,2024-08-27,2024-09-05,3,1,848.61,0
caaecab7-2604-4d23-8323-e512df21f6ab,151,1,4,3,2024-11-25,2024-11-30,2,2,671.71,0
5f589167-b808-4cd1-a94f-93a91d26962c,182,2,,5,2024-11-23,2024-11-30,3,2,297.53,1
7b7c8b99-8527-4d32-85d1-f32a12998eab,238,1,4,1,2024-06-03,2024-06-13,1,,894.95,0
5b7aa6a6-c2d0-478e-a5f5-a5140ea970a7,196,,3,,2024-05-08,2024-05-09,2,1,992.73,1
ef923c47-00a4-4f13-a21d-274119c11a45,210,,4,3,2025-01-14,2025-01-20,2,0,513.2,0
a3d9ba49-cbca-4723-9d09-a093b018429b,161,,1,1,2025-01-30,2025-02-07,3,1,773.13,0
138295fb-7808-4e7c-9ed4-98d5ea22e2f8,296,2,4,2,2024-06-20,2024-06-23,,,433.22,1
2035c0be-448d-49d4-a7ad-2bf7a253de24,197,1,1,4,2024-10-29,2024-11-04,1,2,769.01,0
828327f8-759d-4299-8f3c-e23ce08c6b7b,10,,1,4,2024-11-30,2024-12-04,3,2,172.48,1
be70b597-a6a3-4c54-a34c-d5b99ba32a8b,258,,3,3,2025-04-02,2025-04-04,1,2,951.04,1
831cbef2-b9f0-452d-aba9-98c473d3df91,267,,,6,2024-04-20,2024-04-27,2,2,996.33,1
7d74f74a-9a7b-422c-a86d-1810f678fdac,184,2,2,,2025-03-29,2025-03-30,2,1,740.81,0
c41a24d4-1708-4294-aab1-02ddba517bfd,109,,1,3,2024-07-24,2024-07-26,3,0,406.43,1
17ccc679-a21c-4e7a-b2fb-678431cf6a35,274,,1,1,2024-04-15,2024-04-17,1,0,705.26,1
060d5d21-c041-4ed3-bea3-a51f3d16a267,228,4,1,5,2024-12-04,2024-12-12,2,1,710.43,0
a7dfd531-65c1-4b80-9353-46db50a43a5a,155,4,,2,2025-03-24,2025-04-02,3,1,447.88,0
2da08b69-bdfe-449c-8511-2619412da8ec,262,,,2,2024-06-01,2024-06-06,1,0,522.85,0
0697aeb3-85bb-445c-b1d3-5789ba85c538,135,,2,6,2024-05-16,2024-05-23,3,1,87.44,1
e01478ce-f394-4bcb-ae45-a35efa6a7f7a,107,,4,6,2024-05-24,2024-05-28,1,0,688.05,0
0b6237aa-4b7c-4fe1-b7a8-db68c775df61,294,,4,3,2024-11-10,2024-11-12,1,0,909.54,0
91350fe4-a4e1-4472-bde4-8e7c1127fba9,234,3,3,,2025-02-23,2025-02-24,1,1,880.43,1
925e4f5c-c0ba-424e-bd8c-b8d237834897,185,,3,,2024-11-26,2024-11-28,1,0,59.19,0
c98f250d-b483-48db-a909-59707049c3aa,88,3,3,,2024-11-25,2024-12-05,3,0,403.99,1
bd102e00-611b-4e23-a37b-36156f2fc27e,94,1,4,,2025-04-09,2025-04-17,3,,705.41,1
14475916-47f7-4a17-9cd8-74f8ec5700b8,216,,2,2,2025-04-09,2025-04-12,1,1,148.53,1
631c600f-3729-4272-8f4c-deb72d6c2624,292,,4,3,2024-05-25,2024-06-04,,2,630.79,0
eb625fe9-c33c-473a-a049-3700cba9fe44,248,4,1,,2024-09-12,2024-09-20,1,0,298.53,1
bbe3816c-3504-4e38-9c8c-7f8979238e01,7,,,4,2024-09-23,2024-09-29,1,,678.63,0
6ddb0f37-a5a9-4821-8327-e3d22edcc319,247,3,,,2025-01-06,2025-01-09,1,0,661.23,0
a162ed43-00a8-461e-afa2-00cdfc76ac9c,259,4,4,3,2025-03-09,2025-03-11,,2,278.85,1
d413d6c5-52f2-4d38-be9f-bf0439d3750d,26,,2,,2025-01-20,2025-01-27,2,0,486.14,1
d5d2df01-ad05-4b18-bb2c-b83ae0744724,46,4,4,6,2024-11-01,2024-11-03,,0,147.51,1
06354a7f-2b64-4806-bdd5-44474a29df3f,19,,,1,2024-09-17,2024-09-19,3,1,671.87,1
1068c07f-9482-4055-982d-70debeed5e2e,175,3,1,4,2024-05-23,2024-05-31,3,,730.83,1
b675ed9b-889b-4e04-bed3-2ab1f73c142c,232,1,1,4,2024-07-30,2024-07-31,3,2,838.39,1
16560920-7efa-4733-aa0e-a2704eb93908,281,,3,2,2025-04-02,2025-04-03,2,,183.43,1
cdfe728b-876a-470b-82e9-7f5fe5d7165c,55,3,,4,2024-11-30,2024-12-04,1,,254.81,0
2b970e3e-6c40-4427-842f-8aa431ff5149,174,1,4,1,2024-04-28,2024-05-08,1,,484.52,0
a1072f14-0ff4-4033-964b-8158acae70e9,256,1,,1,2024-05-28,2024-06-06,,,928.15,0
f99f664c-c24a-4291-ba33-0b30806771d0,297,2,,3,2024-06-19,2024-06-21,,2,528.9,1
7991f0a7-6a63-46af-86ea-691f40311444,215,,,4,2024-06-15,2024-06-20,,2,971.97,1
cbadf2c6-8b73-454d-8d90-ef6e0690a632,69,2,4,5,2025-03-16,2025-03-25,3,1,240.84,1
89bfadc9-954e-4da3-bc29-64d1048b72aa,177,,2,3,2025-03-12,2025-03-21,3,0,772.74,1
342351cc-cfdf-462b-9525-853b080c8832,299,,,,2025-01-02,2025-01-11,3,,817.89,0
db1aff27-af75-4ef7-83be-42d81db47a70,13,4,2,1,2024-07-07,2024-07-08,2,2,762.68,0
11162d39-fc42-4d69-aa3f-237b4f786d99,147,,3,3,2024-10-29,2024-10-30,3,1,765.91,0
fbbb0347-b02f-4547-b560-082dc66dd424,184,4,1,4,2024-07-30,2024-08-08,,1,535.38,1
4ff79ce5-10a1-4b40-a0b2-c8798fb1e570,25,4,4,,2025-02-26,2025-03-04,1,0,756.49,0
0b9054b7-af36-42db-8327-3fe9f893eae5,227,2,,6,2024-12-20,2024-12-30,2,1,329.47,0
8db9b88a-fbd6-4bb1-9e44-ec0f27febd2d,39,2,2,2,2025-03-02,2025-03-09,1,,315.16,1
e813ecbf-77b5-4020-acad-41d3700f498f,67,2,,5,2024-08-25,2024-08-26,3,,724.2,0
6f20fd55-8497-4235-b979-ea0be303754a,21,2,3,1,2024-10-26,2024-11-05,3,,800.41,1
8ffe6eca-d647-4173-bff2-10a1c34a9c35,38,,3,4,2024-08-15,2024-08-18,1,1,445.13,1
8aefab9f-7dc0-401f-b350-2888b997f846,48,3,2,4,2024-06-16,2024-06-22,3,2,328.9,1
eda94cf4-9847-4c62-abc4-602a4fcaec12,288,,1,2,2025-02-05,2025-02-11,,1,909.27,0
d600516d-8350-425e-aeb4-fc284a048b91,21,,3,,2025-01-07,2025-01-09,,2,563.23,1
3d8778d1-5c2c-496b-87c8-5a312628fe3f,13,,3,,2024-05-07,2024-05-15,1,2,903.37,0
77e9ba9a-24e0-4d46-8ab8-a0adcbce978d,165,,1,2,2024-11-23,2024-11-26,1,0,250.24,0
deace3ac-365b-4ea2-83d9-617e59e6a7b6,218,1,2,,2024-08-14,2024-08-16,2,0,486.26,1
48029e9c-1b73-428b-a3bf-fe2da0ac9748,20,1,1,1,2024-08-04,2024-08-07,3,0,596.21,0
29081f59-5b5b-43bc-87d1-9ed468e02737,133,4,4,,2024-05-10,2024-05-17,,2,66.05,0
2f61f583-3861-4ffb-b8ae-b32919a7aca9,274,1,,2,2024-06-18,2024-06-28,1,0,389.82,0
d8f81218-cb57-4324-8847-0637c3bcefe1,149,,3,2,2024-10-13,2024-10-18,,,425.36,0
3d2e3878-42d2-4c02-a0d0-7ee3f5e9f21b,243,2,,4,2024-10-14,2024-10-17,,2,962.13,0
5dc5f1ba-fd13-4972-b987-1d4955b3cfa5,153,,,6,2024-05-10,2024-05-11,2,0,89.68,1
d10e077c-7a77-4458-a79f-751f5e70b34d,276,,1,5,2025-03-20,2025-03-24,3,1,442.02,0
028627a8-6818-4399-9bc7-8ff3a27a075e,83,2,2,5,2024-12-02,2024-12-06,1,1,687.43,0
10f2cd9c-9f80-46ca-aba6-beecee33a1f9,282,4,,2,2024-11-05,2024-11-10,1,2,143.29,1
c61f139e-039e-4353-bc27-0df4ce6a9f97,170,3,2,4,2025-03-24,2025-03-26,3,0,905.11,1
316b8f92-1760-434a-a6df-9fefbbced581,249,4,3,5,2024-09-14,2024-09-24,2,2,817.31,1
21de3cc4-217b-4f70-822e-b6c032663fc8,87,1,3,4,2024-12-31,2025-01-04,,2,848.1,0
c0923ade-6a91-4e5f-856a-436f842e18fa,170,4,4,,2024-11-07,2024-11-13,3,,574.09,0
081e96c3-b844-456f-a523-b34fe5985031,42,3,2,4,2024-09-01,2024-09-06,1,0,897.5,0
